title,link,source,date
颱風凱米來襲24日21縣市颱風假全台停班課一覽| 生活,https://news.google.com/read/CBMiX0FVX3lxTE9ZZmpzcVVqelRqeTE5RXpmNmFSbUJPNGlXOHBfbnJBR1V0N1VndkhJckZ4T2pCSjdta1VfMjZsQ08ta0JlNTV2NDZPYjJ4Y0pGU2tRV3Jqd0lCUUZGMmZV?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月23日
颱風凱米逼近蔣萬安：依精確訊息及路徑判斷颱風假| 地方,https://news.google.com/read/CBMiX0FVX3lxTFB3bVdOaW93cEtXN1hFRTFiN0NYRzhNZTJwMExOUm95RVlzRjJpOS1SSkNOV3lHZXAzQVlIcGNhbnVCWnJmVy1nVlVRaTc2ZHdHRHhkb2RrSHNrY2hCVFQ4?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月22日
颱風凱米最新風雨預測25日清晨全台達停班課標準| 生活,https://news.google.com/read/CBMiX0FVX3lxTE5NbGRIT09DNHp1c0VsbktOLUpkU3BHekNIYWJlWmZRZzJ3UGQxRHptU3ZaSWt6bi1JdVVjdkgwSmdENk5yRE9JU3hoSEtuaTZWbVMwYy1Qd0c3WURqUEZ3?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月24日
吳德榮：凱米估22日增強為中度颱風風雨不可小覷| 生活,https://news.google.com/read/CBMiX0FVX3lxTE91bXlnS1M2UDExMExoRk02SVZCMlB6b3RINFJsWTRzLWNySHFpYXhBdnotMGxzOHdBNGo2S2llV3hmanRpQTlKZFVEd1FsczlhbHB0WmtHOXdyVTkySnhF?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月21日
颱風凱米最快20日生成可能發海警 週末高溫炎熱大台北上看37度,https://news.google.com/read/CBMiX0FVX3lxTE53djdhNThER21RMlk4cDNVeTlSMjRiUUwxM2FocllMS3JjQkZHdlZfd2JEcTNHYjJCMDM4ck5WR3lzTXllU3dUVDJ4Q3pQUmZTNEZCeW9qNGpDdlF2SEdz?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月19日
颱風凱米增強25日全台停班停課| 生活,https://news.google.com/read/CBMiX0FVX3lxTE9NLWxIcnk1TmdYNmhZRWp5a19ueTRINDNvR1NiYlFGN1E5RDRpekppb2NreGF0Mmp0S0dTemZabXp0UDZoX2hPeTc1QVZZV0xTa2tIS05wa2xyNnJkZHI0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月24日
颱風凱米侵台15縣市24日全天停班課| 生活,https://news.google.com/read/CBMiX0FVX3lxTE9IRllhaDNzVTNnT0JXLThKNkg4dG9Qd0YzOENFVktIN05lZ3NBdi1JTVhHYm0tdG1MMk1iSnFFUmRHMU5oT2hJNDBDcTBpcTJtNE52MnlwbC1HbTNFaWhR?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月23日
颱風凱米生成日本氣象廳估24日逼近沖繩先島群島| 國際,https://news.google.com/read/CBMiX0FVX3lxTE1zeGVJSWFNR3pTM3JPUTJfZFhpeEZqdy1JQUZsejJsSmhrSDRud1d4XzNxbEI1X010dlFBLVFKMDBIR3RsQTFaOTlCS1JyUmxPT0pfWTh2eVpZTXltd2dZ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月20日
颱風凱米逼近台北市原則晚間8時宣布放不放颱風假| 生活,https://news.google.com/read/CBMiX0FVX3lxTE00WV94QXh2V2xKbVI2TllISUVtb0dWTm9KSWhfM2xxT1NrQk9iVkYzZUlXWHN3TmNtMDgxU21ZdlRkV04wV3UweTVWU3g4LWVNYTU3amZUaW9aY2M0QU80?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月23日
颱風凱米海警暫定22日晚間11時30分發雨勢估23日晚至25日最顯著| 生活,https://news.google.com/read/CBMiX0FVX3lxTE1yR1FTeWRaMDlPTnBtb0cwTHFEV1BoWVQ3ODhkNUtGczMwZG1yYUJCOW9xaDBuNzQ1MXZFa2JWbjFpV2Zjb0pqd3pTRlQyNkZpR2t2Ml9FRzNxUnJSX1pz?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月22日
颱風凱米肆虐台灣 至少6死350傷,https://news.google.com/read/CBMiZkFVX3lxTE9TeDZYVDdJdVJVSm9DZEs2SlZPMWhyQkV6QW4tMVJueGRTS1dpbjc2NzBnX21RLWNpWTJyX2JRQzNSVGZJSGR5MUctdU1GSFhBQ194VklscTNrWUxIUk4yQlA5LS1iQQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,BBC.com,7月25日
颱風凱米最快週末生成估23、24日移至台灣東方海面| 生活,https://news.google.com/read/CBMiX0FVX3lxTE1rOC1UcjU2LWxaT0Nfb3otTzRLalM1UElxbU9NQVAtSzBYUWhjNE5WR0dQMkN1UmxUYkVhUEVfcmpmak9Da1VnTlVSWXR1OGEwcmFEdG1WakhGczAwQTl3?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月18日
颱風凱米升級強颱，颱風假連放2天？颱風假停班停課與薪水規定一次看,https://news.google.com/read/CBMiTkFVX3lxTE5LUk1KNFEtUV96UTFaQkY3LXhlZVRMWWlvRHBHUVhvRkItaThRN29tQklZZUNReHkzazdXblZZWGhkWFZWeWRpT0xMVTM0UQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,遠見雜誌,7月24日
凱米颱風台南淹水百姓受苦 民代喊出聲請國賠,https://news.google.com/read/CBMiUEFVX3lxTE9nYWItTU5iazBUVnlDWHdoVk1nTVFNeEh6dkcxMGhtZXR0c1ktZjVWTHJzaE1UTmViTmZzOGdENkI4VjNNeTlpZko3azRFaXo10gFWQVVfeXFMTmJGU29MX0kwRzhfOTlHY3JTYlhaOGEyWTBKVmFLUTlsWVpMd3pEQUVvRHhmbWk2dWllNlRER19Bd1dWWG5VVjh5dTI1UTI4VXNnaHBhSVE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,7月29日
颱風凱米轉中颱不排除中心24日登陸宜蘭| 生活,https://news.google.com/read/CBMiX0FVX3lxTE5uT0xIZnRPcjZXMks2YUljcnZiTEdMVnc2X1lfb2tWWEx3QjFSRFlWYWpOUDkzSjd4VjhkX281QnUwbmFLNEZoWVpXT2l2T3ZjQkNBQ0ZfekxPd0RBVjdJ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月22日
賈新興：颱風凱米18至19日有望生成朝港澳移動| 生活,https://news.google.com/read/CBMiX0FVX3lxTE9qYnpZQVZIT3I4Wm1rVC1jakF1SXQ2ckxRaXVONk8yUjU2QXZSSU5EalVMSnd4aHhQaUVrcW1oN3c0UG5vYjdSTDNlOVNrbl80SWlrNUo5NjVLbFNLaEJ3?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月15日
交通不通繼續放颱風假 花蓮這2區停班停課,https://news.google.com/read/CBMiUEFVX3lxTE1fVDdTXzNyMWFrRlEzYkMzSF9jZ3hUQ2tNVGl0SjZtMXVRMjNBMkw2WW5EdnI1cEVKWUZEeDRoOFRoQnVxNnJUcWxueDJoT3Na0gFYQVVfeXFMT2o2eTYxbWx0c1dxcGIxNU5LZHctOG1ja1Z1U1lqbzg4X3dCb2Nma0VDeDlmdDdlRFh3am1mVV8ySE9nMUlQT0FDQnhzLXdYY3pMdHhpQzZQTA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,7月29日
凱米颱風23日有機會發布海警 專家：轉中颱機率高 ｜ 公視新聞網 PNN,https://news.google.com/read/CBMiT0FVX3lxTE5zMHJmeFE2VHZ4aTFOUE1VX0RhdzVNWGtpTzlhMkVfajUyd0Y5U3pDNElDNHRrb2Q4NXVUX05EMmd3LXNBZEJsQ3p6aDl5QTjSAVRBVV95cUxPWC1tVFFHb3ZiWWF0M1F1bE9lN0dDdmM2RF9tUXZyQXo3NjN1NW4zSlloX1RtZlVTYmZQTFZ3Ym1fVm1vSkZaOUlGQlJwNm5pMVNyaTE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,公視新聞,7月20日
颱風凱米來襲全台22縣市25日停班停課| 生活,https://news.google.com/read/CBMiX0FVX3lxTE0yYXdkeGpVQmZPTFZGdnpLd1UxZGZEOVpsLUgwbnFqMjZpNXhGdFZNLTlfWVJrbDR3dldVN0Y5c0pOVGhvX1JkX1gzMEdSVkxCYVVLWWhRZ3hGb2g0RzI4?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月24日
颱風凱米逼近北北基桃24日是否停班停課晚間8時宣布| 生活,https://news.google.com/read/CBMiX0FVX3lxTFBKejJadEZlUlFycXdwaXprU1d2WlZzckt0RWpoRHZEQ3kwVzQwQWMzeHJHWjZIRFVVN0xmVHlRU05pTHU4R0tVSXdmZVFhV2tFN2p5WXRudTZBMjVwZkV3?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月23日
【移花接木】網傳「凱米颱風到福建造成災情」？,https://news.google.com/read/CBMiUkFVX3lxTE9pNHhCMEdLNnBqZXZLUjhzS0c4Z0hQd0FwSXVzU1hLYy1iOXRMbnc2RUVYM3VJd3luVzNjMF85Ry15Um55UTRRYmhCRDZHYUpPRHc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,台灣事實查核中心,7月30日
凱米颱風侵台 北部放兩天颱風假 預報高估凱米強度？鄭明典分析原因｜YahooTV 天氣多一典,https://news.google.com/read/CBMikARBVV95cUxPd05SQmMzXzdjVzhxYXFWZ2d3aElaakZhakhwbHZ0UGd6elpGSGVNU0h6YjJxX0owS0NvZXBUeGp3c0w1WnFWV0xwenRnUHNZczF2d1otNllybnJ1ZVlwUFBMeHd2Q3VqaWxYMndIWnFKM0swUlZ3cUQ3Y2FWWVliUFZHd1p1SEJvSm90M29TSktibzY2OWpuTjBSNmwyc05HQ3doY2E0YWRWTmFPS3JTNEtBUFpBU0wxTXhiaFE0YUwwb0NnT25LTmFnbUpYeUFZc2w1ZmxXU0RRRG9SdW0tUWpoVUdZU2ZtdUhlSlQ4THRtQzJITVpRVlRmeGlndWVUTWJHN2d2TnVSTjZWQW9zVFgwNkw0QjItRGRVUTQ1VW1tVFhHUlRKczY5UUJPTUYwcWcxVXBhVVZWelVzNUs2LW96UHNyNW01X1hmSDIxa3F2NW9FN1Nvcm1lU0pTaFBmcWgxR3JHc0VrcE5FeUVJRnRjNDFBVkxiVC1hMnJoaldiczFISXRVSGRDa2dQVmJwUGtSOFFPQks5S2hHTHk2QXpzT0VJcmpYZ09kMFRCa0ptYU05WW1ndm1sNGl0aGczTXJEX3pXNmpJLTJjTjI4Z2hfTTE0YWwwYzhfb0ZPUXhQbThtTVp6dHlYd2UyV1ZwR3lwMV85Vzc2RXlGSDBianRzM0JXcUJOZE02bzczT1Q?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月29日
颱風訊息專區-公告訊息-新聞稿-中市今晚預估脫離凱米暴風圈盧市長主持災變會報：颱風尾不可掉以輕心,https://news.google.com/read/CBMifkFVX3lxTE5OZ05tOGNzVF9HSjVhOVNzV0IxRG5yRks1d2pyV2wzcE1ZMmdPOXNnVGs3NTdpbTNUN3k1YllQeVo0bXhWRTRkUXI5UVlaXzltTnlQSXhoeUxIcExGa2lFNWQ3RDBTLTBUbkZqNEN0eTFTdWQ5QlRTQlRiazVZQQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,臺中市政府,7月25日
凱米颱風清晨出海！吳德榮：中南部慎防致災性超大豪雨,https://news.google.com/read/CBMiTkFVX3lxTE93RW94azZMQjlPeDExcndyVW1LOUhqQjE2cms0bnFpbkcyVWo3RExXbWtBYS1TdFVlWTZIVEd6WlZ6N1ZaRWhmWmk4YUdCQQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,天下雜誌,7月25日
瑪莉亞颱風將生成 賈新興：估朝日本東北外海移動,https://news.google.com/read/CBMiUEFVX3lxTE5KSVpreXFLX0l5X1NaXzNyWXMzeDJHYjZFOWZuMWh4c3BGVzJGNFlxbG1BWVVLUWtfZGpEemhwS3J6VXU4VTJ3ZHphM3ptWGd60gFWQVVfeXFMTWVZbkkwam9taVBrVEVzRS1uNFNzREpWcnRaLWFfMnp1U1lNWFRZOWhzdVBJU1dzX1J5UWtYNnIxclNBNDVldWdmVlducWNhS043aUtVa1E?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,9 小時前
今天立秋 颱風即將生成預測路徑曝 吳德榮分析對台影響,https://news.google.com/read/CBMiUEFVX3lxTE5yZ3Qta2l3MnlQdW13MjVGZEYwbmhQRGlrcVhyNVFDWFZCejJaZUJnV2taSWU2a0RYSmh3LS1hZ1IyMGxFTEx1aEpXN2JfSDVa0gFWQVVfeXFMUGdQZXJnUFNIRzBkYS1GaC14UmlHS09yLTlsTHpPZUVfSi1LdVpYSFBZbWVqNU9yeGxLV3EtRzB3WTJZSkR3ejNLQ1FkZ3JxUzZpc0Vzb0E?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,12 小時前
下週大氣環境有利颱風生成 賈新興估機率6成,https://news.google.com/read/CBMiX0FVX3lxTE9vVUVpS1gtVHBtWndZS3NZZXRzSU5HaG5sRzdVQ1JHSzZ0bDBlNVRrWHd5b0V1aDVIdnZqN0UxYWRnZVFIcW5ITkg4SnBKd0R5MUc2SE96bmZGT1A4UElJ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月17日
嘉義縣市颱風假大逆轉同步放假 考量共同生活圈,https://news.google.com/read/CBMiUEFVX3lxTFA1WF9YajFOQnRudnpaaTVDZjRCTFVuR0FzNWZRYkt4aUNFMTZGcVp3OVh1RlhFQ1d4SVlXc2xlNTJKdFJORzI5QmdHNkw1R2N10gFYQVVfeXFMT0pwUWk5RVNSNGppbExSREk5TVlEc2JaLXlxZklRazJaaGJrc1cxM1ZmYWowTHBPeEZsekRwR0hfR2lnTlRpcV9mZExYbFJxeGtLZkVFMXpJMA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,7月26日
下周可能有颱風？對台影響機率曝,https://news.google.com/read/CBMiUEFVX3lxTE50T1Z5SDk1ckZqVkwycDdMSUc1akFFWHgtYlBneENvZk50RzhLajhZWk9zMHo3T0JzSjlXRVdVRnpkUng5VGV4Z3VQMHNYU0g20gFWQVVfeXFMT3FiV0xpajJqRWdpRGNSTWxzc3dZeEZKc0RQSm1WaERMb015MUZEbGp4cXhxOWM1aTJabkt6ZXN4U0dtZC1wVGF4akVlWHpSOWtCdXNPelE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,3 天前
凱米颱風強襲！北北基桃連放兩天假 25日停止上班課,https://news.google.com/read/CBMiUEFVX3lxTE1sUkQtZ0J4TmRXZzVxZktMbGo1aE5wVDNxNXViQm1tRDIxQUhvOGVCVUxuWUZvWF92cElEc0RfcENKRXcwd1lQbWFvVENSZ2JH0gFYQVVfeXFMTkJON3VObG50Q2V0bkVTQ2pic1hmdGhCWi02cTR5a2hFbFJPODV0ZmVacFl2UU83YVNUekEtMGlKVmFadDVwX2lSS3R6R1FLNXBfTW1OQ29lbg?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,7月24日
颱風凱米／中南部估仍持續降雨 7/26各縣市停班課一次看 ｜ 公視新聞網 PNN,https://news.google.com/read/CBMiT0FVX3lxTE91eDVQLVl1OVlxZnltWVNaTXNmRHVJMFN1MWZ0b1hRalloOUdWdDRjSUU3eUwwNlMzRHBVcVFCZUhpaEtncVNnNkYzZWpBcWvSAVRBVV95cUxOZ2FZTkhtcDBSUzZLUWhScGc0VnZ3TWV0RTBFeEtVSzBqemU5SVVCWldoQlNJY2FuMlBNRVlpTk0xMFIwbEVEWHNiSDdGVFFrcWw0bmM?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,公視新聞,7月23日
父親節前後「颱風威力驚人」 專家細數9颱風曝今年現況,https://news.google.com/read/CBMi6wJBVV95cUxPdGM4Z1dYVTMzUnVFRGltU0o0MDNkX3dNSmp2aElfM044eXQ0WU9HTGtQOVdKcm5rVnNRbFhmTGsyVllFQ2N5Rzl4bnRsNVBPcDdjcU5nTEctWVhTTnlHRjBFRUFmM1dLMmk3aUpXM0NZUXJUQm9TZ2JHWW9tQlBwVjNuM3FHSi1Eb2xvYnBpV1RiSkNmdmtyX3dmaWJNR3dTWnBSZi00MUVWVmJYS2JFeUJ1c0ZHNW1rUmgyekZzZ1IyTDd5Vi1JM0hVa1ZCSW9RTEJiNjdoakRTVXNsRkhPclRPQ3U4aFM1UXJPcXRoSXBLNWpENms1LXk3NEk1MGxZM2dLT2lCelhRZTBqVzhjUm9tdDJNRVpZbU1DN0R2b05oV2swNHhtU0V2U0NqbVlOd3A3NmNLWEEwM3VjMUJVVE1oYnYyR1ZZSVY4RXdGcXJvQ20wR3J4eU5yeHBJaWxlQWJCSFFROXVHR3M?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,3 天前
颱風假急轉彎 6縣市首長被罵翻,https://news.google.com/read/CBMiU0FVX3lxTE1GOGtvcU1FamtzeGIwSXJaRkNFYnIzdTNGQkFSV2VtdkdtTG4wbzVzZ0dzZFFLSmRJUVZLVEs3cEdZLWhNNlJUOEZoRlM4MlhSc3M00gFYQVVfeXFMTm0xSHZRRUJoaEZSUTAzdFIwU0VzcFNuQlB3M2l5LUpyWjlnOTB0MmNiZFY2YXVJMHJScUhoQy02M05kSXFsSHJ5T01fYnlhWnVLZi1USEU4Yw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,7月25日
颱風假再+1 高雄市兩區29日停班課連放第六天,https://news.google.com/read/CBMisgJBVV95cUxQZEV0Ul9XNmRtVG84dGFhd3V4a2FIQmFscXBLT3FiVkl4Mk9ZR3VpeWk2TmdSVVFRVVpvUkZqamlzZDhOZzdSa2dJQlpUNlVLbVpmM0taS1E3d3FQeDliTURKSW4xRUdYRlBSVlVoWUg4UllOSVQ4dklNTWFXbU9ybTJtOFRkMHdQTGhoMFA0b3JEdVZmR2RmcmtfTmhWUE9reENBZDFhRkdTNkhQVVJQMlJJeWljU0VSQTV3YWRCZnpOekNwOWJhT0hmczJvdWVRZnRzaE4zcHI5UWliZS1yMW84X0x0dnpsazFqQktTWEVhNVpiMGJSN0F5cEJSbm11UXkzTEVEak8tQldveDdPRjFEdFMxYUVlSUdaTzZ4MzJMMGwwMWZvbGhCaUZIR3VCa1E?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月28日
視察嘉義、雲林颱風災情 卓揆：救急為先、調配預算並全面檢討治水工程 全力投入災後復建,https://news.google.com/read/CBMihwFBVV95cUxOSUNQM29fUjFrcm9vbmtCUnJGNmpPUHUyWkRDQmJ0azFCOFRaaEVJUFhibDQ5N0oteVpxZE5FbWtzak1aaThBbl9kVWwyN0VrRkdLRzJBQnhYdTNJT0tpOUdCeExYdXV2NERua3lZYlFqN280cVpieThVbXBiOGdBcmt6VWNCV0E?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,行政院,7月26日
颱風假放第4天！高雄10個行政區27日繼續停班停課,https://news.google.com/read/CBMiUEFVX3lxTE1mMEhDeEtnTXoxYWpBWTdMQmlvTlYxYllYMmFySkFNcTllc3N6UGhOM19WS3JheVpGQ3Q3MU1XX0NxSjE3eDRQRndUR2YyQW140gFYQVVfeXFMT0QzR3hEaU52Z1pwd3A0QXA0RWk4UUI0YlhrejF5Zk4wbGR1QXNQS2pfZWw2a2YxUGdjMWlybWNXU1pNQW9kdUZtRUhTWThiM21relc0aEdPUQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,7月26日
賴總統：颱風凱米農損嚴重縣市全品項現金救助| 政治,https://news.google.com/read/CBMiX0FVX3lxTE1FSlVVWU5vTGRZbFJYdF9mMmFvdEZNcFVnV0oxVUp0ckJxSjhNTS1BeHJlTkxoSVllak1waWhpNTJva0NWRjFpZFJFdDlXcDl0NkZpbVk2VUEyaHJuQ0tz?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月29日
快訊／凱米颱風來襲 做好防颱準備 注意人身安全,https://news.google.com/read/CBMia0FVX3lxTE1yUUk0U25vS0dnUXlvQUJfbmVsdF8zdEpucHpwLTEtbVRWX2VFUHUyeFRhZXJfdV9ZSmtkaU5LYVI2UUNjYjhYY000UG1KTXZZNGsyMnNDVFh5eXhuVTVQdUhvZDhwSXRDSXBN?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,政大校訊,7月23日
新聞眼／颱風假政治學 地方首長必修課,https://news.google.com/read/CBMiU0FVX3lxTFAtQXV1NG1XeW1SN1F6UXB1eEdQYkVISWhlY2NVTDVsNmh5SVZsWmk0T0FEV0ZYVVV2WndVTWhUa2c0U2I0TFJiVUdSQ1VFcVluQ3pN0gFYQVVfeXFMUDlmZ1dUNEpORmNtSlhtdmFzODJ6SmRZTmg5Rkw1UWxvRG4xMXMzamlQZHh3bFhGYjQxeXdUMFJhQzVqcnQzX0lRNFlJZTlXTmZFUm83UjJheA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,7月25日
連放3天颱風假？ 這些縣市可能有機會,https://news.google.com/read/CBMiUEFVX3lxTE1DNVhxX21wOG5KRXVGU1ZpeWRDTmE0cTNMUC1kSEdrblBiTGtLRVdnOVE5WVJHNGx4LVVjWjIwWE1SRzJubExWZi02Q0pzOXh00gFYQVVfeXFMTlo3T3c5WXMwS1hZOXNoS3FaaVJEemp0WEhkV3BlZXdpTWJMSXV6R0pya3JTZS0zRmRxOXNFa2ktNURzdHA2U2RDWVpmZFFvRkp2RWlPMjlUVQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,7月25日
颱風凱米來襲蔣萬安：今晚8時宣布25日是否停班課| 生活,https://news.google.com/read/CBMiX0FVX3lxTE44Z3A5U0hNR0lQekVsTXp5SHZOLWFnOVB3azBHbTVSazlSekdnSlk1TUV6Zld3ekw4UUF6cTVqTDJMSUZ1amV0MzJuMng0b2g0WElmd1l0emUxUVFpVGFB?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,7月24日
